timeStamp/s,accZ/s,Tremor/s,accY/s,DeviceID/s,Activity/s,accX/s
1574851229554,9.112137,0,1.6553345,13,1,-0.4814148
1574851231912,9.917786,0,1.2435303,13,1,-0.3545227
1574851249425,9.831589,0,0.447464,13,1,-0.1821289
1574851266597,9.838776,0,0.3241577,13,1,0.14587402
1574851273114,9.77533,0,0.53125,13,1,0.40324402
1574851314995,9.830399,0,0.27746582,13,1,0.37690735
1574851317335,9.558655,0,0.3493042,13,1,0.67259216
1574860436149,9.606537,1,1.5487976,54,1,0.023773193
1574860439968,8.729065,1,-1.5624695,54,1,-0.67533875
1574860476035,17.730072,1,-3.761551,54,1,0.77674866
1574860479312,16.845413,1,-2.0963745,54,1,2.1809387
1574860513722,17.795898,1,-3.4826202,54,1,0.39367676
1574860516560,8.970871,1,0.8736267,54,1,-1.3169861
1574861696750,9.661606,1,1.0651703,63,1,-0.27430725
1574861778223,11.851105,1,1.6469574,63,1,0.26078796
1574861785581,6.06073,1,1.7139893,63,1,-6.301712
1574861815810,13.86702,1,0.19845581,64,1,-5.0495453
1574861841002,8.093399,1,1.3392944,64,1,-1.7132263
1574861848659,-4.2415314,1,7.3942413,64,1,-2.2435455
1574861858817,10.752167,1,2.839264,64,1,2.1282654
1574861892224,10.229034,1,0.41992188,64,1,-1.9275055
1574852666094,9.163605,0,2.9122925,22,1,1.0053864
1574852667913,8.732651,0,1.8301086,22,1,0.87490845
1574852672271,9.5694275,0,0.91433716,22,1,1.7427979
1574852702597,9.628082,0,-0.54733276,22,1,1.9068146
1574852713674,9.411407,0,-0.56529236,22,1,2.0875702
1574852728825,9.400635,0,-0.34861755,22,1,2.2695312
1574852752914,9.309662,0,-0.57006836,22,1,2.1629791
1574852757811,9.64006,0,-0.36058044,22,1,2.3473358
1574852067223,9.837814,0,-0.5290222,18,1,-0.38970947
1574852085994,9.782745,0,-0.6729126,18,1,0.15557861
1574852104185,9.789459,0,-0.45718384,18,1,0.4633484
1574852122956,9.789932,0,-0.42390442,18,1,0.44647217
1574852142047,9.774857,0,-0.50914,18,1,0.44514465
1574851813221,9.169601,0,2.929535,16,1,-0.021835327
1574851831415,9.185638,0,2.7809753,16,1,0.8130188
1574851849606,9.428528,0,2.6450958,16,1,0.33717346
1574851867796,9.443726,0,2.0379333,16,1,0.17436218
1574851886588,9.518311,0,1.5557404,16,1,0.35931396
1574848932923,9.643646,0,1.4350739,2,1,0.09799194
1574848934742,9.881866,0,0.75990295,2,1,1.0377045
1574848936561,9.573013,0,0.69166565,2,1,1.4327545
1574848938379,9.637665,0,0.5635834,2,1,1.9786377
1574848940319,9.349167,0,0.8843994,2,1,1.7009125
1574848944638,9.406616,0,0.67370605,2,1,2.304245
1574848977224,9.041504,0,0.62942505,2,1,3.56958
1574848981582,8.991226,0,0.65216064,2,1,3.6354218
1574849011110,8.920593,0,0.59350586,2,1,4.1370087
1574849015406,8.407043,0,0.44985962,2,1,3.9658203
1574851227754,10.331985,0,2.3987274,13,1,-0.3664856
1574851229576,9.100159,0,1.7630768,13,1,-0.4024048
1574851231933,10.141647,0,1.257904,13,1,-0.348526
1574851249725,9.750183,0,0.46661377,13,1,-0.2180481
1574851266617,9.85553,0,0.3828125,13,1,0.16860962
1574851273294,9.886658,0,0.5192871,13,1,0.4212036
1574851315015,9.774139,0,0.2990265,13,1,0.34579468
1574851317374,9.75737,0,0.26550293,13,1,0.61872864
1574860436189,9.531128,1,1.5475922,54,1,-0.05404663
1574860439988,16.015823,1,-2.9499054,54,1,1.4650726
1574860476055,14.566132,1,-3.32341,54,1,-0.20367432
1574860479574,17.906036,1,-3.1282806,54,1,1.3740997
1574860513742,15.048553,1,-3.1127167,54,1,-0.48858643
1574860516601,1.4028015,1,4.925812,54,1,-1.8903961
1574861696769,9.735825,1,1.0579834,63,1,-0.30303955
1574861778244,15.3645935,1,0.48936462,63,1,0.5696411
1574861785601,19.895615,1,-2.263977,63,1,7.901886
1574861815831,10.565414,1,-0.5233917,64,1,-7.280945
1574861843222,19.088776,1,-0.58444214,64,1,1.0413055
1574861848678,-2.8804169,1,6.116928,64,1,-2.9234924
1574861859816,14.297974,1,-0.7891388,64,1,2.1354523
1574861892243,12.896164,1,-0.0289917,64,1,1.2472076
1574852666112,8.986435,0,2.9685516,22,1,1.1251068
1574852667933,8.981659,0,1.7822266,22,1,0.7635803
1574852672369,9.349167,0,0.8592682,22,1,1.8876495
1574852702678,9.473663,0,-0.4527588,22,1,2.0564423
1574852713752,9.468872,0,-0.611969,22,1,2.098343
1574852729704,9.59935,0,-0.33784485,22,1,2.225235
1574852752934,9.332397,0,-0.6011963,22,1,2.1055298
1574852758031,9.725052,0,-0.32107544,22,1,2.2910767
1574852067420,9.74408,0,-0.55474854,18,1,-0.33261108
1574852086194,9.789459,0,-0.64141846,18,1,0.19578552
1574852104385,9.749359,0,-0.469635,18,1,0.45269775
1574852123156,9.769699,0,-0.42582703,18,1,0.44059753
1574852142249,9.783112,0,-0.53201294,18,1,0.46154785
1574851813422,9.144455,0,2.9414978,16,1,0.019332886
1574851831614,9.161942,0,2.7534332,16,1,0.7087555
1574851849804,9.159668,0,2.5771027,16,1,0.34327698
1574851867997,9.470184,0,2.0345764,16,1,0.1444397
1574851886788,9.591095,0,1.54245,16,1,0.37643433
1574848932943,9.862717,0,1.1333923,2,1,0.11355591
1574848934760,9.799271,0,0.87483215,2,1,1.0185547
1574848936582,9.477249,0,0.7180023,2,1,1.383667
1574848938399,9.452118,0,0.6174469,2,1,1.9104004
1574848940360,9.581406,0,0.75032043,2,1,2.1569977
1574848944678,9.48085,0,0.78504944,2,1,1.9056091
1574848977244,8.82962,0,0.6868744,2,1,3.5348663
1574848981742,8.900253,0,0.68807983,2,1,3.5959167
1574849011129,8.913422,0,0.63420105,2,1,3.98497
1574849015448,8.596191,0,0.4414673,2,1,4.1250305
1574851227777,9.920181,0,2.3975372,13,1,-0.6035156
1574851229594,8.961304,0,1.8001862,13,1,-0.20129395
1574851232052,9.442535,0,1.3776093,13,1,-0.40838623
1574851249745,9.801666,0,0.47140503,13,1,-0.15818787
1574851266637,9.787308,0,0.40556335,13,1,0.27635193
1574851273356,9.879471,0,0.50730896,13,1,0.47268677
1574851315055,9.832794,0,0.29663086,13,1,0.41880798
1574851317394,9.810043,0,0.25473022,13,1,0.5193634
1574860436209,9.574219,1,1.5595703,54,1,-0.05404663
1574860440309,8.713501,1,-1.2883301,54,1,-0.7806854
1574860476075,11.440491,1,-2.6841583,54,1,-0.89559937
1574860479594,14.0286255,1,-3.0432892,54,1,0.6749878
1574860513762,12.152771,1,-2.3561554,54,1,-0.80104065
1574860516701,11.519501,1,0.21762085,54,1,0.54330444
1574861696789,9.623291,1,1.1070557,63,1,-0.23480225
1574861778262,21.698456,1,-0.96032715,63,1,3.020111
1574861786200,18.492615,1,-3.335373,63,1,2.367691
1574861815850,6.4821014,1,-0.6335144,64,1,-8.584579
1574861843661,-1.9730225,1,8.062225,64,1,-3.2108002
1574861848718,8.826035,1,0.45463562,64,1,-2.8768005
1574861860355,-3.4598236,1,7.135666,64,1,-0.32218933
1574861892263,16.022995,1,-1.1662292,64,1,3.9035645
1574852666132,8.9804535,0,2.9721527,22,1,1.0700378
1574852667953,9.38028,0,1.530838,22,1,1.071228
1574852672388,9.42218,0,0.8089905,22,1,1.9056091
1574852702757,9.665192,0,-0.48986816,22,1,1.8050537
1574852713770,9.436554,0,-0.59880066,22,1,2.1318665
1574852731704,9.528732,0,-0.3366394,22,1,2.170166
1574852752954,9.48085,0,-0.70654297,22,1,2.3341675
1574852758292,9.42218,0,-0.22410583,22,1,2.3030548
1574852067622,9.853622,0,-0.6338806,18,1,-0.36517334
1574852086394,9.79364,0,-0.6487274,18,1,0.17088318
1574852104585,9.806091,0,-0.4804077,18,1,0.44371033
1574852123355,9.840576,0,-0.44892883,18,1,0.40672302
1574852142447,9.787064,0,-0.5316467,18,1,0.42730713
1574851813622,9.238068,0,2.9008026,16,1,-0.027832031
1574851831814,9.203598,0,2.7713928,16,1,0.8362427
1574851850005,9.396683,0,2.6155243,16,1,0.40983582
1574851868197,9.477249,0,2.03685,16,1,0.21183777
1574851886988,9.625092,0,1.535141,16,1,0.39152527
1574848932963,9.890259,0,1.017273,2,1,0.20573425
1574848934782,9.590973,0,0.88679504,2,1,1.2017212
1574848936601,9.624496,0,0.70962524,2,1,1.4842377
1574848938419,9.510773,0,0.526474,2,1,2.0169373
1574848940400,9.552673,0,0.8257446,2,1,1.7356262
1574848945018,9.452118,0,0.7742615,2,1,2.2790985
1574848977264,8.766174,0,0.68447876,2,1,3.6222534
1574848981802,8.9804535,0,0.6964569,2,1,3.5312805
1574849011150,8.744629,0,0.66893005,2,1,3.9754028
1574849015486,8.622528,0,0.35887146,2,1,4.1633453
1574851227793,10.135651,0,2.5016785,13,1,-0.84054565
1574851229614,8.978058,0,1.7942047,13,1,-0.1138916
1574851232073,9.51796,0,1.3297272,13,1,-0.49577332
1574851250744,9.661606,0,0.49176025,13,1,-0.12107849
1574851266657,9.650833,0,0.40556335,13,1,0.34698486
1574851273395,9.606537,0,0.55758667,13,1,0.4295807
1574851315075,9.879471,0,0.26789856,13,1,0.3816986
1574851317414,9.868698,0,0.25352478,13,1,0.4571228
1574860436229,9.637665,1,1.5595703,54,1,-0.055236816
1574860440328,3.9789734,1,4.1548767,54,1,-2.9234924
1574860476096,9.7669525,1,-1.3960724,54,1,-1.5180969
1574860479792,16.032578,1,-2.0161743,54,1,2.5460663
1574860513782,10.165588,1,-1.1530609,54,1,-1.1960754
1574860516720,14.926453,1,-0.8286438,54,1,1.2555847
1574861696809,9.5383,1,1.1082611,63,1,-0.22763062
1574861778303,14.947998,1,-0.528183,63,1,-0.9841919
1574861786220,17.318268,1,-2.892456,63,1,4.0364532
1574861815871,8.307678,1,-1.4343872,64,1,-6.7039337
1574861843881,10.4109955,1,1.5643616,64,1,0.12791443
1574861848779,17.691757,1,-2.5871887,64,1,4.684082
1574861860615,-4.3887634,1,7.62648,64,1,-1.1769257
1574861892283,16.003845,1,-3.517334,64,1,4.7259827
1574852666152,9.077423,0,2.9446106,22,1,1.0329285
1574852667973,9.6484375,0,1.1968384,22,1,1.3274078
1574852672448,9.452118,0,0.9095459,22,1,1.6805573
1574852703496,9.643646,0,-0.47550964,22,1,1.8804779
1574852713832,9.668793,0,-0.6083832,22,1,2.1641846
1574852733021,9.502396,0,-0.35101318,22,1,2.115097
1574852752973,9.507172,0,-0.76519775,22,1,2.498169
1574852758852,9.685547,0,-0.26242065,22,1,2.3102264
