time,timeStamp/s,accZ/s,Tremor/s,accY/s,DeviceID/s,Activity/s,accX/s
23/10 19:58:22,1571840902053,9.82254,0,0.36695862,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.5957184
23/10 19:58:22,1571840902933,9.891967999999999,0,0.31907654,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.82196045
23/10 19:58:24,1571840904914,9.799805000000001,0,0.39450073,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.5083313
23/10 19:58:27,1571840907110,9.857254,0,0.2592163,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.4113617
23/10 19:58:27,1571840907554,9.56517,0,0.28555298,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.5119170999999999
23/10 19:58:30,1571840910193,9.774658,0,0.24246216,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.52627563
23/10 19:58:31,1571840911950,9.862045,0,0.23527527,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.48318479999999997
23/10 19:58:32,1571840912171,9.895569,0,0.26521300000000003,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.3431244
23/10 19:58:32,1571840912610,9.914719,0,0.22929382,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.36347959999999996
23/10 19:58:33,1571840913710,9.908737,0,0.20414734,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.48318479999999997
23/10 19:58:33,1571840913711,9.723189999999999,0,0.28315735,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.46163940000000003
23/10 19:58:35,1571840915031,9.996124,0,0.114364624,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.6136626999999999
23/10 19:58:35,1571840915249,9.767471,0,0.16465760000000002,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.37065125
23/10 19:58:36,1571840916131,9.786636,0,0.19337463,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.50593567
23/10 19:58:37,1571840917225,9.818954,0,0.2268982,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.53466797
23/10 19:58:37,1571840917229,9.696854,0,0.25682068,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.39938354
23/10 19:58:38,1571840918546,9.803390499999999,0,0.16584778,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.47599792
23/10 19:58:38,1571840918981,9.9374695,0,0.07008362,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.57655334
23/10 19:58:39,1571840919425,9.909927,0,0.1000061,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.48199463
23/10 19:58:40,1571840920306,9.6453705,0,0.20654297,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.5597991999999999
23/10 19:58:40,1571840920529,10.022461,0,0.1694336,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.48797607
23/10 19:58:41,1571840921841,9.925491000000001,0,0.10240173,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.50593567
23/10 19:58:41,1571840921844,9.809372,0,0.1359253,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.558609
23/10 19:58:41,1571840921846,9.9219055,0,0.1359253,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.30122375
23/10 19:58:42,1571840922059,9.884796000000001,0,0.12992859,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.3922119
23/10 19:58:42,1571840922060,9.800995,0,0.1287384,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.5921173000000001
23/10 19:58:42,1571840922061,9.862045,0,0.13711548,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.31199646
23/10 19:58:42,1571840922062,9.827332,0,0.14788818,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.43888855
23/10 19:58:42,1571840922280,9.966202000000001,0,0.12275696,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.39460754
23/10 19:58:42,1571840922281,9.9219055,0,0.12394714,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.53585815
23/10 19:58:42,1571840922282,9.950638,0,0.13113403,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.55740356
23/10 19:58:42,1571840922283,9.992538,0,0.10240173,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.47480774
23/10 19:58:42,1571840922284,9.785430999999999,0,0.13352966,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.48677063
23/10 19:58:42,1571840922285,9.870422,0,0.08683777,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.48078918
23/10 19:58:42,1571840922286,9.891967999999999,0,0.07606506,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.46522522
23/10 19:58:42,1571840922501,9.852463,0,0.09761047,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.42811584
23/10 19:58:42,1571840922502,9.836914,0,0.08804321,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.42811584
23/10 19:58:42,1571840922503,9.838104,0,0.10719299,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.44488525
23/10 19:58:42,1571840922504,9.76149,0,0.20414734,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.46762085
23/10 19:58:42,1571840922505,9.950638,0,0.11198425,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.5921173000000001
23/10 19:58:42,1571840922506,9.925491000000001,0,0.12394714,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.5777588
23/10 19:58:42,1571840922507,9.947037,0,0.1359253,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.5226898
23/10 19:58:42,1571840922722,9.966202000000001,0,0.12515259,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.47001648
23/10 19:58:42,1571840922723,9.834518,0,0.1000061,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.5011444
23/10 19:58:42,1571840922724,9.767471,0,0.17063904,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.53944397
23/10 19:58:42,1571840922725,9.844086,0,0.07725525,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.45684814
23/10 19:58:42,1571840922726,9.890778,0,0.08804321,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.61486816
23/10 19:58:42,1571840922727,9.778244,0,0.15626526,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.40177917
23/10 19:58:42,1571840922941,9.723189999999999,0,0.16824341,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.44847107
23/10 19:58:42,1571840922943,9.784241,0,0.15986633,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.5478363
23/10 19:58:42,1571840922944,9.769867,0,0.13352966,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.45684814
23/10 19:58:42,1571840922945,9.912322999999999,0,0.11676025400000001,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.5131073
23/10 19:58:42,1571840922946,9.988937,0,0.08683777,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.49276733
23/10 19:58:42,1571840922947,9.982956,0,0.08444214,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.37783813
23/10 19:58:43,1571840923161,9.975769,0,0.06408691400000001,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.40777588
23/10 19:58:43,1571840923162,9.973372999999999,0,0.07965088,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.36108398
23/10 19:58:43,1571840923163,9.988937,0,0.08683777,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.29763794
23/10 19:58:43,1571840923164,9.881195,0,0.10958862,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.4903717000000001
23/10 19:58:43,1571840923165,9.796204,0,0.11077881,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.34910583
23/10 19:58:43,1571840923166,9.808182,0,0.14430237,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.44488525
23/10 19:58:43,1571840923167,9.76268,0,0.15866089,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.519104
23/10 19:58:43,1571840923380,9.791412,0,0.15747070000000002,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.38742065
23/10 19:58:43,1571840923381,9.797409,0,0.11317444,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.46522522
23/10 19:58:43,1571840923382,9.774658,0,0.14190674,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.64360046
23/10 19:58:43,1571840923383,9.769867,0,0.21612549,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.47122192
23/10 19:58:43,1571840923384,9.900360000000001,0,0.10838318,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.31559753
23/10 19:58:43,1571840923385,9.876419,0,0.1359253,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.43888855
23/10 19:58:43,1571840923386,9.852463,0,0.114364624,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.49395752
23/10 19:58:43,1571840923451,9.926697,0,0.09402466,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.5478363
23/10 19:58:43,1571840923452,9.860855,0,0.146698,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.48439026
23/10 19:58:43,1571840923453,9.850082,0,0.15148926,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.42572020000000005
23/10 19:58:43,1571840923660,9.872817999999999,0,0.10121155,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.43888855
23/10 19:58:43,1571840923662,9.793808,0,0.14309692,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.3862152
23/10 19:58:43,1571840923664,9.915909,0,0.05810547,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.46403503
23/10 19:58:43,1571840923665,9.945847,0,0.16105652,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.4041748
23/10 19:58:43,1571840923666,9.911133,0,0.18020629999999999,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.29882812
23/10 19:58:43,1571840923667,9.9422455,0,0.061706542999999996,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.50593567
23/10 19:58:43,1571840923880,9.933867999999999,0,0.12036133,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.4340973
23/10 19:58:43,1571840923881,9.842895500000001,0,0.20056152,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.37904358
23/10 19:58:43,1571840923882,9.797409,0,0.19458008,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.40657043
23/10 19:58:43,1571840923883,9.864441000000001,0,0.11077881,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.42572020000000005
23/10 19:58:43,1571840923886,9.759094000000001,0,0.09642029,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.5490265000000001
23/10 19:58:43,1571840923887,9.803390499999999,0,0.13951111,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.33714294
23/10 19:58:44,1571840924102,9.735153,0,0.14788818,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.35389709999999996
23/10 19:58:44,1571840924103,9.833313,0,0.114364624,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.45086670000000006
23/10 19:58:44,1571840924106,9.947037,0,0.15148926,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.42572020000000005
23/10 19:58:44,1571840924107,9.909927,0,0.14309692,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.31559753
23/10 19:58:44,1571840924321,9.830917,0,0.13832092,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.4149475
23/10 19:58:44,1571840924322,9.733963000000001,0,0.19218445,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.3419342
23/10 19:58:44,1571840924323,9.900360000000001,0,0.10958862,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.42572020000000005
23/10 19:58:44,1571840924324,9.951827999999999,0,0.10598755,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.39698792
23/10 19:58:44,1571840924325,9.787827,0,0.11077881,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.4975585999999999
23/10 19:58:44,1571840924540,9.820145,0,0.13232422,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.5442352
23/10 19:58:44,1571840924541,9.804580999999999,0,0.14909363,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.31320190000000003
23/10 19:58:44,1571840924543,10.016479499999999,0,0.08085632,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.55740356
23/10 19:58:44,1571840924758,9.824936,0,0.18141174,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.46762085
23/10 19:58:44,1571840924761,9.949432,0,0.13471985,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.40538025
23/10 19:58:44,1571840924762,9.846480999999999,0,0.16465760000000002,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.35270690000000005
23/10 19:58:44,1571840924763,9.854858,0,0.19577026,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.44367979999999996
23/10 19:58:44,1571840924764,9.876419,0,0.14430237,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.28686523
23/10 19:58:44,1571840924977,9.848877,0,0.114364624,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.3143921
23/10 19:58:44,1571840924978,9.750717,0,0.12275696,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.32037354
23/10 19:58:44,1571840924979,9.6058655,0,0.22570801,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.46163940000000003
23/10 19:58:44,1571840924980,9.730362,0,0.20295715,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.4329071
23/10 19:58:44,1571840924983,10.041611,0,0.12036133,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.41615295
23/10 19:58:45,1571840925201,9.733963000000001,0,0.21852112,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.5382538
23/10 19:58:45,1571840925205,9.84169,0,0.16226196,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.42932129999999996
23/10 19:58:45,1571840925206,9.787827,0,0.15866089,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.558609
23/10 19:58:45,1571840925424,9.9219055,0,0.10838318,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.40657043
23/10 19:58:45,1571840925426,9.866837,0,0.08325195,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.34072876
23/10 19:58:45,1571840925427,9.832123,0,0.17303467,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.36227417
23/10 19:58:45,1571840925640,9.793808,0,0.18260193,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.34552002
23/10 19:58:45,1571840925641,9.864441000000001,0,0.1694336,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.44726562
23/10 19:58:45,1571840925642,9.943451,0,0.1694336,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.4975585999999999
23/10 19:58:45,1571840925644,9.823746,0,0.13352966,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.3934021
23/10 19:58:45,1571840925860,9.5903015,0,0.17782593,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.43649292
23/10 19:58:45,1571840925865,10.126602,0,0.10958862,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.44367979999999996
23/10 19:58:46,1571840926081,9.860855,0,0.11676025400000001,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.38861084
23/10 19:58:46,1571840926083,9.791412,0,0.14788818,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.2844696
23/10 19:58:46,1571840926085,9.76149,0,0.08444214,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.37783813
23/10 19:58:46,1571840926300,9.964996000000001,0,0.10598755,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.45326233
23/10 19:58:46,1571840926301,9.953033,0,0.13232422,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.46403503
23/10 19:58:46,1571840926302,9.874023,0,0.15267944,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.40657043
23/10 19:58:46,1571840926303,9.894363,0,0.14788818,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.44128418
23/10 19:58:46,1571840926519,9.991333000000001,0,0.07606506,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.43171692
23/10 19:58:46,1571840926520,9.943451,0,0.119155884,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.27249146
23/10 19:58:46,1571840926524,9.812973,0,0.20414734,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.39100647
23/10 19:58:46,1571840926740,9.908737,0,0.13113403,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.44966125
23/10 19:58:46,1571840926743,9.871628,0,0.16345215,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.40657043
23/10 19:58:46,1571840926744,9.744736,0,0.15626526,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.5777588
23/10 19:58:46,1571840926961,9.802185,0,0.18380737,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.2629242
23/10 19:58:47,1571840927182,9.874023,0,0.16105652,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.37904358
23/10 19:58:47,1571840927618,9.909927,0,0.061706542999999996,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.3646698
23/10 19:58:47,1571840927619,10.008087,0,0.07846069,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.3419342
23/10 19:58:47,1571840927621,9.714798,0,0.2376709,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.44847107
23/10 19:58:47,1571840927844,9.847686999999999,0,0.10121155,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.65197754
23/10 19:58:48,1571840928062,9.784241,0,0.13951111,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.35389709999999996
23/10 19:58:48,1571840928278,10.07753,0,0.049728394,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.4329071
23/10 19:58:48,1571840928280,9.936264,0,0.14309692,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.31080627
23/10 19:58:48,1571840928281,10.064362,0,0.09402466,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.479599
23/10 19:58:48,1571840928502,9.882400500000001,0,0.13232422,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.48797607
23/10 19:58:48,1571840928941,9.860855,0,0.12394714,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.45565796
23/10 19:58:49,1571840929159,9.91951,0,0.12634277,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.2916565
23/10 19:58:49,1571840929160,9.803390499999999,0,0.13113403,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.306015
23/10 19:58:49,1571840929161,9.914719,0,0.07846069,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.43769836
23/10 19:58:49,1571840929382,9.803390499999999,0,0.13113403,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.43530273
23/10 19:58:49,1571840929383,10.095474000000001,0,0.07846069,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.22581482
23/10 19:58:49,1571840929603,9.705231,0,0.16824341,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.40538025
23/10 19:58:50,1571840930042,9.621429,0,0.18978882,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.7333831999999999
23/10 19:58:50,1571840930259,9.8979645,0,-0.010131836,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.13603210000000002
23/10 19:58:50,1571840930263,9.896759,0,0.146698,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.65197754
23/10 19:58:50,1571840930483,9.9219055,0,0.07846069,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.33714294
23/10 19:58:50,1571840930700,9.812973,0,0.13113403,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.43769836
23/10 19:58:50,1571840930701,9.978164999999999,0,0.08085632,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.22581482
23/10 19:58:51,1571840931142,9.9374695,0,0.12634277,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.5382538
23/10 19:58:51,1571840931578,9.8405,0,0.18739319,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.30960083
23/10 19:58:51,1571840931579,9.856064,0,0.15267944,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.36706543
23/10 19:58:51,1571840931581,9.85965,0,0.17782593,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.31320190000000003
23/10 19:58:52,1571840932238,10.067947,0,0.07487488,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.38023376
23/10 19:58:52,1571840932239,9.856064,0,0.20535278,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.3431244
23/10 19:58:52,1571840932678,9.785430999999999,0,0.14909363,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.42932129999999996
23/10 19:58:53,1571840933560,9.876419,0,0.19697571,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.5107269
23/10 19:58:53,1571840933994,9.860855,0,0.39089966,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.5514220999999999
23/10 19:58:54,1571840934215,9.451447,0,0.59321594,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.6998595999999999
23/10 19:58:55,1571840935535,9.851272999999999,0,0.404068,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.62683105
23/10 19:58:55,1571840935537,9.554397999999999,0,0.48905945,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.53944397
23/10 19:58:55,1571840935540,9.789017,0,0.47470093,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.77168274
23/10 19:58:55,1571840935753,9.814163,0,0.45913696,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.7728881999999999
23/10 19:58:55,1571840935758,9.917114,0,0.40646362,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.14920044
23/10 19:58:56,1571840936195,9.767471,0,0.43399048,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.57655334
23/10 19:58:56,1571840936416,9.800995,0,0.4758911,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.6304320999999999
23/10 19:58:56,1571840936858,9.705231,0,0.49745178,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.53466797
23/10 19:58:57,1571840937077,9.768677,0,0.46032715,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.5167084
23/10 19:58:57,1571840937298,9.747131,0,0.44596863,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.5669860999999999
23/10 19:58:57,1571840937516,10.131393,0,0.31549072,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.5167084
23/10 19:58:58,1571840938175,10.321732,0,0.15747070000000002,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.3826294
23/10 19:58:58,1571840938613,9.973372999999999,0,0.56448364,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.32876587
23/10 19:58:58,1571840938614,9.299408,0,0.562088,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.62564087
23/10 19:58:59,1571840939056,10.063156,0,0.5405426,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.5310669
23/10 19:58:59,1571840939274,10.449829,0,0.22570801,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.24975586
23/10 19:58:59,1571840939495,10.295395,0,0.29992676,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.48078918
23/10 20:03:37,1571841217739,9.953033,0,0.57406616,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.42332458
23/10 20:03:37,1571841217740,9.732758,0,0.70454407,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.32397459999999995
23/10 20:03:37,1571841217741,9.915909,0,0.5656738,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.39698792
23/10 20:03:37,1571841217742,9.871628,0,0.5812378,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.37425232
23/10 20:03:37,1571841217743,9.808182,0,0.6099701,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.43888855
23/10 20:03:37,1571841217744,9.732758,0,0.6973571999999999,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.3754425
23/10 20:03:37,1571841217745,9.893172999999999,0,0.6027832,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.5131073
23/10 20:03:37,1571841217956,9.99852,0,0.5692749,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.50354004
23/10 20:03:37,1571841217957,9.796204,0,0.57406616,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.38023376
23/10 20:03:37,1571841217958,9.799805000000001,0,0.617157,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.400589
23/10 20:03:38,1571841218179,9.914719,0,0.6422882,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.36347959999999996
23/10 20:03:38,1571841218180,9.871628,0,0.64707947,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.31918335
23/10 20:03:38,1571841218181,10.016479499999999,0,0.55371094,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.4041748
23/10 20:03:38,1571841218182,9.881195,0,0.58483887,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.30361938
23/10 20:03:38,1571841218183,10.045197,0,0.61117554,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.5490265000000001
23/10 20:03:38,1571841218184,9.973372999999999,0,0.6303253000000001,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.44248962
23/10 20:03:38,1571841218185,9.912322999999999,0,0.65545654,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.53944397
23/10 20:03:38,1571841218397,9.941055,0,0.6087799,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.59451294
23/10 20:03:38,1571841218398,9.78064,0,0.5908203000000001,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.6208496
23/10 20:03:38,1571841218399,9.706421,0,0.64468384,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.6675415
23/10 20:03:38,1571841218400,9.894363,0,0.65068054,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.49516296
23/10 20:03:38,1571841218401,10.058365,0,0.7859497,95b18bc0-4fb1-4124-b4b2-1ccfbf45774d,1,0.6004944000000001
