accX_mean,accY_mean,accZ_mean,accX_mad,accY_mad,accZ_mad,accX_std,accY_std,accZ_std,accX_min,accY_min,accZ_min,accX_max,accY_max,accZ_max,accX_iqr,accY_iqr,accZ_iqr,accX_skew,accY_skew,accZ_skew,accX_kurtosis,accY_kurtosis,accZ_kurtosis,accX_sma,accY_sma,accZ_sma,accX_energy,accY_energy,accZ_energy,accX_entropy,accY_entropy,accZ_entropy,Tremor
22.50055553666264,9.593315814259809,40.10410366613577,22.727231159073668,8.288983361814703,56.27927442383602,134.74325475493958,78.81218891632821,728.8737588305976,0.23652207603494005,0.40606486419302984,0.1407564186409725,3331.8454604411195,2083.06260412,19335.0445541,10.486753876720327,2.4301137017643337,9.104358369017202,21.75234962734524,25.949130453722944,26.426252390403818,519.250797163199,679.4729019651085,696.5639220623569,22.500555536662638,9.593315814259823,40.10410366613577,18662.019701412988,6303.392830095132,532865.2954427085,-95025.82254896885,-24613.280876725403,-3203220.58741027,0
2.6982151182616114,4.623015862428548,4.501238234254214,1.3092979646028267,0.7477350764244479,1.9888359380155887,1.647218299331149,0.993944957094673,2.5923354041427817,0.15532018252191443,1.2533618965624278,0.26800369218507786,8.722310792904635,9.713196898012445,16.93942833174812,10.486753876720327,2.4301137017643337,9.104358369017202,0.9736872383541808,0.5348252796209101,1.2394042323098582,0.6765593654006188,2.1630809576021726,2.2787587926587864,2.6982151182616096,4.623015862428547,4.5012382342542185,9.993692950066917,22.360202241999893,26.981348489084155,-95025.82254896885,-24613.280876725403,-3203220.58741027,0
10.420812328580404,5.612985094507078,12.272338948306071,5.214363025429857,2.1343875990409513,5.434397723155096,6.459406745416807,2.6852319186600977,6.883593002775822,0.23652207603494005,0.5198931333891067,0.1407564186409725,32.64899677219067,13.393323746382542,39.63783724440931,10.486753876720327,2.4301137017643337,9.104358369017202,0.8469481979647516,0.41523436373939737,0.7524476762726305,0.21340185072171503,-0.21288411355304415,0.4564273736094817,10.420812328580402,5.612985094507076,12.272338948306075,150.31726509022945,38.71607212814961,197.99415588997456,-95025.82254896885,-24613.280876725403,-3203220.58741027,0
13.015700618697506,5.539497812018781,12.265145408794305,5.32895868808658,1.9151896543000528,5.527635096223132,6.330654485889954,2.2866291210649523,6.521352034983055,3.748561133693443,0.8288663857270322,0.7528625504745494,27.7983417792203,9.354429093222612,23.840512903772062,10.486753876720327,2.4301137017643337,9.104358369017202,0.6653912808241201,-0.07733812244747558,0.09811077835972448,-0.5015506022732299,-0.9338588827696364,-1.0169831899530666,13.015700618697503,5.539497812018784,12.265145408794305,209.48564881528117,35.914708746663166,192.96182426304566,-95025.82254896885,-24613.280876725403,-3203220.58741027,0
14.320939242047649,4.980841659572382,11.615866404685496,5.783153109395074,1.949945255645536,5.407573008052477,7.158876383752716,2.4055570503364594,6.605918783404952,2.0789925045274527,0.40606486419302984,1.5838718642006602,34.10587156718248,13.478369282729577,32.657935582965976,10.486753876720327,2.4301137017643337,9.104358369017202,0.36406238696135124,0.6032404469237209,0.6501194410586657,-0.4018892064599915,0.3360733215534655,-0.22228217029493136,14.320939242047649,4.980841659572381,11.615866404685494,256.3388118522727,30.59548836015518,178.56651530444353,-95025.82254896885,-24613.280876725403,-3203220.58741027,0
46.55287574908947,9.064730474421486,16.090277916430964,20.933804012657085,5.053112408413656,6.372974616851864,26.766833071825076,7.069823733330069,8.406009969055527,14.331257135562497,1.5781867498908335,3.00357729107667,117.26891392774631,39.924388613917415,39.27919108623199,10.486753876720327,2.4301137017643337,9.104358369017202,1.1995162326035762,1.902778159924465,0.9836293765669994,0.4598450601546227,4.957839929066233,0.6571730641329556,46.552875749089466,9.064730474421486,16.090277916430956,2883.6335932051115,132.1517461942627,329.55804702784667,-95025.82254896885,-24613.280876725403,-3203220.58741027,0
306.5385445090146,68.95345335382956,73.28419544565689,187.72245755626264,16.762243544845816,51.68666103864721,253.3899429522641,19.29765921604462,61.742630474002574,65.6646874051002,45.92089710794611,12.068549807392401,967.1535652117112,106.72418542628849,216.40608237254483,10.486753876720327,2.4301137017643337,9.104358369017202,1.4324073823923402,0.6685492491622155,0.9951597333817007,1.4783314035347095,-0.8626222739136438,0.053721472356720756,306.5385445090146,68.95345335382956,73.28419544565689,158172.34245905682,5126.97838063734,9182.725719966467,-95025.82254896885,-24613.280876725403,-3203220.58741027,0
13.435343498940583,4.455618777517424,23.947359454681298,15.616861943374849,4.436686927928982,33.79260018646567,103.33583445392372,29.817615195651644,372.35561815982845,0.24459282900965004,0.13908521134349616,0.1696106263509556,2219.7664650114,666.87713532,8454.463659500001,5.955401339298109,2.668406807326032,6.869335845339255,19.464216954137534,21.382337469421792,22.58016313344263,404.3236831214307,470.99444168507483,508.2366778794883,13.435343498940604,4.455618777517412,23.94735945468133,10858.80313722326,908.9427146465217,139222.18240003972,-87292.86963906788,-4879.218877676893,-1280423.9971272782,0
3.2169909437832516,1.2648239267441257,3.510895569591487,1.441447079871824,0.4916194705688867,1.5500139752901494,1.6719962203510965,0.6397793047471066,1.838852395832867,0.3283557746783186,0.38301647439538977,0.7389014557302518,6.641849026212634,3.0653211989133613,7.827249657389653,5.955401339298109,2.668406807326032,6.869335845339255,-0.15316637946322992,0.9630976995470625,0.6525871813512883,-1.070606314844411,0.5652217215728941,-0.37669227093785773,3.2169909437832516,1.2648239267441257,3.5108955695914865,13.144602093251809,2.009097124447121,15.707765834237401,-87292.86963906788,-4879.218877676893,-1280423.9971272782,0
3.133623256737283,1.1985442294343789,4.219335427851116,1.1562103294382498,0.39111921519248943,1.4975803745830496,1.4144361858688688,0.4760727789274326,1.8204174950427383,0.44741514747697875,0.3444382458344329,1.5984941319024943,6.022567229302001,2.0354737508601786,8.460641603529572,5.955401339298109,2.668406807326032,6.869335845339255,0.259694601492047,0.25976269653160217,0.5866844847511522,-0.669124361915979,-0.8366793154546883,-0.35384396563374443,3.1336232567372835,1.198544229434379,4.219335427851116,11.820224439060052,1.6631535607461374,21.116711308977248,-87292.86963906788,-4879.218877676893,-1280423.9971272782,0
