accX_mean,accY_mean,accZ_mean,accX_mad,accY_mad,accZ_mad,accX_std,accY_std,accZ_std,accX_min,accY_min,accZ_min,accX_max,accY_max,accZ_max,accX_iqr,accY_iqr,accZ_iqr,accX_skew,accY_skew,accZ_skew,accX_kurtosis,accY_kurtosis,accZ_kurtosis,accX_sma,accY_sma,accZ_sma,accX_energy,accY_energy,accZ_energy,accX_entropy,accY_entropy,accZ_entropy,Tremor
3.744936423466979e+19,5.5260939883590664e+19,3.5360505789645986e+20,3.738217384891401e+19,6.8181477613950665e+19,6.844895009018036e+20,1.21439353223283e+20,2.482986055938076e+20,2.983888007499089e+21,1.2056843644263368e+18,2.1047348631441037e+18,5.855947822434386e+17,1.0615916622096944e+21,2.1697927032739484e+21,2.60219613417141e+22,7.749066709869513e+18,6.325711022976546e+18,5.3428193513966e+18,8.000938955349454,8.235738400545413,8.486058354895004,64.45206091433813,67.13236912438501,70.01329839351476,3.74493642346698e+19,5.526093988359066e+19,3.5360505789646e+20,1.6149971392870259e+40,6.470596901664703e+40,9.028624178266842e+42,-3.6402570922863516e+41,-1.3987011203636838e+42,-1.992135434803295e+44,0
7.896428114306381e+18,5.173891819244997e+18,7.68571166400085e+18,2.9222222119799194e+18,2.306067541103762e+18,3.140105037910878e+18,3.749328540803712e+18,2.894097610272223e+18,3.8874438160261207e+18,2.1611309856010286e+18,4.43374125832172e+17,3.0357472488560435e+17,1.924879474120736e+19,1.472335280159001e+19,1.8554540464030884e+19,7.749066709869513e+18,6.325711022976546e+18,5.3428193513966e+18,0.7006203902956905,0.6538053897277081,0.23310767687943432,0.2365219363852975,0.4726606711096899,-0.2766857657021382,7.89642811430638e+18,5.173891819244998e+18,7.685711664000853e+18,7.641104147129348e+37,3.5144957535033713e+37,7.418238320491847e+37,-3.6402570922863516e+41,-1.3987011203636838e+42,-1.992135434803295e+44,0
8.497091596413748e+18,4.760403843729369e+18,9.531229288892518e+18,3.544875945710214e+18,1.8963089704944502e+18,3.6578643644412785e+18,4.261918168779638e+18,2.3193399099815163e+18,4.5123300154929935e+18,1.305030578240346e+18,1.995655176739154e+17,2.5493966495789696e+18,2.1193753146687427e+19,1.047941083020203e+19,2.221607264851424e+19,7.749066709869513e+18,6.325711022976546e+18,5.3428193513966e+18,0.641368340673394,0.2851605266362193,0.6112808374016471,0.04300184599579815,-0.5732965603629294,-0.2883818310370616,8.497091596413747e+18,4.760403843729369e+18,9.531229288892518e+18,9.036451207521912e+37,2.8040782373426425e+37,1.1120545392616161e+38,-3.6402570922863516e+41,-1.3987011203636838e+42,-1.992135434803295e+44,0
8.36285103207823e+18,4.5062900671407734e+18,1.0517186395220965e+19,3.409400382567591e+18,1.667646921917061e+18,3.847961014830928e+18,4.17249997099462e+18,2.208007010438443e+18,4.77967468179878e+18,1.305030578240346e+18,1.995655176739154e+17,2.5493966495789696e+18,2.1193753146687427e+19,1.047941083020203e+19,2.0855606858810114e+19,7.749066709869513e+18,6.325711022976546e+18,5.3428193513966e+18,0.6892874497751283,0.5800810209678666,0.45227012588631516,0.2872461310894887,-0.09892067689061879,-0.5672808577135378,8.362851032078226e+18,4.506290067140773e+18,1.0517186395220961e+19,8.7347033392682e+37,2.5181945127356906e+37,1.334564997356492e+38,-3.6402570922863516e+41,-1.3987011203636838e+42,-1.992135434803295e+44,0
8.454909278668552e+18,4.420672374114891e+18,8.1925435145724e+18,3.1134840349604024e+18,1.9700901835763046e+18,3.134831428295842e+18,3.7947365528906926e+18,2.355935346916802e+18,4.0757983132691835e+18,2.1611309856010286e+18,2.9120632673558784e+17,3.0357472488560435e+17,1.924879474120736e+19,1.0607346461616101e+19,2.221607264851424e+19,7.749066709869513e+18,6.325711022976546e+18,5.3428193513966e+18,0.5814614816728129,0.21058213771381415,0.7593442104621831,-0.30598662890398876,-0.6532088540665479,0.9243682301335623,8.45490927866855e+18,4.4206723741148913e+18,8.192543514572402e+18,8.588551641636029e+37,2.5092775598114573e+37,8.3729901128610245e+37,-3.6402570922863516e+41,-1.3987011203636838e+42,-1.992135434803295e+44,0
1.1052728024413258e+19,9.96350445269909e+18,6.586470160212065e+18,5.477763197946671e+18,4.102073379239537e+18,2.6097361560719263e+18,7.031080244781103e+18,5.115672301769734e+18,3.2785602433053507e+18,1.2056843644263368e+18,2.003278837755529e+18,4.926700724979277e+17,3.512332136235912e+19,2.266591325560324e+19,1.6727339376788859e+19,7.749066709869513e+18,6.325711022976546e+18,5.3428193513966e+18,1.0997097186979015,0.6353986897174274,0.6439805048113916,1.0856911183052098,-0.20829867876118602,0.25628753482777267,1.105272802441326e+19,9.96350445269909e+18,6.586470160212063e+18,1.715988861902013e+38,1.2544152407804864e+38,5.413054644034635e+37,-3.6402570922863516e+41,-1.3987011203636838e+42,-1.992135434803295e+44,0
4.34903899487374e+19,5.573011299918464e+19,7.23935832574363e+18,2.5382317137486e+19,3.5081620976643244e+19,3.3853919922659707e+18,3.189485913024278e+19,4.866680764320479e+19,4.625815548448902e+18,4.713992021915437e+18,1.0124004360262648e+19,2.403185268536959e+18,1.1787594604186806e+20,1.994308125442419e+20,2.1935681772688105e+19,7.749066709869513e+18,6.325711022976546e+18,5.3428193513966e+18,1.0866353654331165,1.7457104989908045,1.5719941760235296,0.20614452489441826,2.179442068244585,2.1104293915267824,4.34903899487374e+19,5.573011299918466e+19,7.239358325743629e+18,2.9086960568312705e+39,5.474303661082585e+39,7.380647845678521e+37,-3.6402570922863516e+41,-1.3987011203636838e+42,-1.992135434803295e+44,0
6.96620836832205e+22,5.126195164518022e+22,2.515580546060204e+23,6.032483692481132e+22,4.8071346991922604e+22,4.1199413940717275e+23,3.6174825178878694e+23,1.7227728584913806e+23,4.2218350953232577e+24,2.3010779304934486e+21,7.662857856035298e+20,2.2107011756136113e+21,7.267025452823026e+24,2.8808965007013226e+24,8.656433026040874e+25,3.0886889162562706e+22,2.132651988204541e+22,2.9675606831438666e+22,18.89886708430898,12.46241015752432,20.394107340328294,371.24996570208907,183.21605066870063,413.9473164377636,6.966208368322048e+22,5.126195164518025e+22,2.5155805460602034e+23,1.3571460357533162e+47,3.230725090601842e+46,1.7887173026940307e+49,-7.2166278484389e+48,-2.201419421314761e+48,-9.254113577201426e+50,0
1.5904295994563228e+22,9.858336926548902e+21,1.5766016436638272e+22,6.506332054698055e+21,4.160352484489005e+21,6.364363748366516e+21,8.196979700258014e+21,5.356105260189978e+21,7.97589024035373e+21,6.594156676920556e+20,5.4031639566372726e+20,1.2442003385656195e+21,4.104703624227859e+22,3.2297689081646435e+22,4.781047787780784e+22,3.0886889162562706e+22,2.132651988204541e+22,2.9675606831438666e+22,0.6093019916237562,1.0329843393688882,0.7442453938759513,0.03200768992270353,1.7972828010032744,0.9248753118443234,1.590429599456324e+22,9.858336926548892e+21,1.5766016436638266e+22,3.201371072891222e+44,1.258746705155922e+44,3.1218209940651785e+44,-7.2166278484389e+48,-2.201419421314761e+48,-9.254113577201426e+50,0
2.5384474783147555e+22,1.6172516341282211e+22,2.491336021260613e+22,1.1189111722261782e+22,7.802355579875711e+21,1.0853988979811388e+22,1.3933753041550339e+22,9.197111846738874e+21,1.3740530487587582e+22,9.45343145842093e+20,7.662857856035298e+20,1.397948747107969e+21,8.367931178883869e+22,4.026230727178807e+22,7.191724718129186e+22,3.0886889162562706e+22,2.132651988204541e+22,2.9675606831438666e+22,0.7952892139986543,0.546580283739354,0.8561987168839356,0.6507229948996711,-0.6604234720963307,0.49010390140914195,2.5384474783147534e+22,1.61725163412822e+22,2.491336021260615e+22,8.385210338391664e+44,3.4613715113046447e+44,8.09477695163391e+44,-7.2166278484389e+48,-2.201419421314761e+48,-9.254113577201426e+50,0
